Area,Year,Temperature Change
Central Asia,1972,
Central Asia,1972,
Central Asia,1972,
Central Asia,1972,
Central Asia,1972,
Eastern Asia,1972,1.444
Eastern Asia,1972,-1.821
Eastern Asia,1972,1.3
Eastern Asia,1972,-0.154
Eastern Asia,1972,0.496
Eastern Asia,1972,0.293
Eastern Asia,1972,-0.137
Eastern Asia,1972,-0.122
Eastern Asia,1972,-0.813
Eastern Asia,1972,-0.439
Eastern Asia,1972,0.004
Eastern Asia,1972,0.431
Southern Asia,1972,-0.71
Southern Asia,1972,-3.534
Southern Asia,1972,-0.635
Southern Asia,1972,-0.433
Southern Asia,1972,-0.463
Southern Asia,1972,0.532
Southern Asia,1972,0.113
Southern Asia,1972,-0.512
Southern Asia,1972,-0.107
Southern Asia,1972,0.129
Southern Asia,1972,0.511
Southern Asia,1972,-0.639
South-Eastern Asia,1972,-0.456
South-Eastern Asia,1972,0.025
South-Eastern Asia,1972,-0.449
South-Eastern Asia,1972,-0.561
South-Eastern Asia,1972,0.192
South-Eastern Asia,1972,0.053
South-Eastern Asia,1972,0.186
South-Eastern Asia,1972,0.037
South-Eastern Asia,1972,0.105
South-Eastern Asia,1972,0.406
South-Eastern Asia,1972,0.627
South-Eastern Asia,1972,0.643
Western Asia,1972,-1.511
Western Asia,1972,-2.206
Western Asia,1972,-0.58
Western Asia,1972,0.344
Western Asia,1972,-0.961
Western Asia,1972,0.101
Western Asia,1972,-0.279
Western Asia,1972,-0.019
Western Asia,1972,0.28
Western Asia,1972,0.716
Western Asia,1972,-0.524
Western Asia,1972,-2.064
Eastern Europe,1972,-4.039
Eastern Europe,1972,-2.681
Eastern Europe,1972,-0.765
Eastern Europe,1972,1.077
Eastern Europe,1972,-0.16
Eastern Europe,1972,0.544
Eastern Europe,1972,0.454
Eastern Europe,1972,0.008
Eastern Europe,1972,-0.332
Eastern Europe,1972,0.349
Eastern Europe,1972,1.075
Eastern Europe,1972,-0.114
Northern Europe,1972,0.088
Northern Europe,1972,1.654
Northern Europe,1972,1.322
Northern Europe,1972,0.338
Northern Europe,1972,0.162
Northern Europe,1972,0.712
Northern Europe,1972,1.899
Northern Europe,1972,0.143
Northern Europe,1972,-0.701
Northern Europe,1972,0.224
Northern Europe,1972,-0.089
Northern Europe,1972,4.23
Southern Europe,1972,-0.268
Southern Europe,1972,0.61
Southern Europe,1972,0.58
Southern Europe,1972,0.257
Southern Europe,1972,-0.816
Southern Europe,1972,-0.365
Southern Europe,1972,-0.481
Southern Europe,1972,-1.045
Southern Europe,1972,-2.199
Southern Europe,1972,-1.737
Southern Europe,1972,0.349
Southern Europe,1972,-0.257
Western Europe,1972,-0.559
Western Europe,1972,1.63
Western Europe,1972,1.695
Western Europe,1972,-0.243
Western Europe,1972,-0.748
Western Europe,1972,-1.331
Western Europe,1972,0.206
Western Europe,1972,-0.784
Western Europe,1972,-2.584
Western Europe,1972,-1.254
Western Europe,1972,0.416
Western Europe,1972,0.234
Australia and New Zealand,1972,-0.738
Australia and New Zealand,1972,-0.167
Australia and New Zealand,1972,-0.499
Australia and New Zealand,1972,-0.338
Australia and New Zealand,1972,0.341
Australia and New Zealand,1972,0.381
Australia and New Zealand,1972,-0.188
Australia and New Zealand,1972,0.786
Australia and New Zealand,1972,0.902
Australia and New Zealand,1972,0.462
Australia and New Zealand,1972,0.568
Australia and New Zealand,1972,1.715
Antarctica,1973,-0.694
Antarctica,1973,-2.713
Antarctica,1973,-0.937
Antarctica,1973,0.307
Antarctica,1973,1.768
Antarctica,1973,-0.835
Antarctica,1973,0.222
Antarctica,1973,-0.531
Antarctica,1973,1.285
Antarctica,1973,0.787
Antarctica,1973,2.179
Antarctica,1973,-1.271
South Africa,1973,0.91
South Africa,1973,0.132
South Africa,1973,1.245
South Africa,1973,0.281
South Africa,1973,-0.264
South Africa,1973,1.135
South Africa,1973,0.483
South Africa,1973,-0.393
South Africa,1973,-0.78
South Africa,1973,0.424
South Africa,1973,-0.237
South Africa,1973,-0.718
Africa,1973,0.375
Africa,1973,0.628
Africa,1973,0.426
Africa,1973,0.467
Africa,1973,0.62
Africa,1973,0.586
Africa,1973,0.573
Africa,1973,0.158
Africa,1973,0.379
Africa,1973,0.29
Africa,1973,-0.309
Africa,1973,-0.266
Eastern Africa,1973,0.55
Eastern Africa,1973,0.562
Eastern Africa,1973,0.95
Eastern Africa,1973,0.554
Eastern Africa,1973,0.481
Eastern Africa,1973,0.181
Eastern Africa,1973,0.134
Eastern Africa,1973,0.016
Eastern Africa,1973,0.386
Eastern Africa,1973,0.122
Eastern Africa,1973,-0.044
Eastern Africa,1973,-0.448
Middle Africa,1973,0.803
Middle Africa,1973,1.413
Middle Africa,1973,0.781
Middle Africa,1973,0.507
Middle Africa,1973,0.26
Middle Africa,1973,0.533
Middle Africa,1973,0.562
Middle Africa,1973,0.319
Middle Africa,1973,0.383
Middle Africa,1973,0.337
Middle Africa,1973,-0.268
Middle Africa,1973,0.062
Northern Africa,1973,-0.287
Northern Africa,1973,0.105
Northern Africa,1973,-0.426
Northern Africa,1973,0.155
Northern Africa,1973,0.953
Northern Africa,1973,0.521
Northern Africa,1973,0.731
Northern Africa,1973,-0.076
Northern Africa,1973,0.266
Northern Africa,1973,0.352
Northern Africa,1973,-0.717
Northern Africa,1973,-0.281
Southern Africa,1973,1.35
Southern Africa,1973,0.614
Southern Africa,1973,1.365
Southern Africa,1973,0.19
Southern Africa,1973,0.184
Southern Africa,1973,1.049
Southern Africa,1973,0.405
Southern Africa,1973,-0.386
Southern Africa,1973,-0.32
Southern Africa,1973,0.036
Southern Africa,1973,-0.261
Southern Africa,1973,-0.958
Western Africa,1973,0.228
Western Africa,1973,0.581
Western Africa,1973,0.273
Western Africa,1973,0.89
Western Africa,1973,0.878
Western Africa,1973,0.952
Western Africa,1973,0.892
Western Africa,1973,0.693
Western Africa,1973,0.827
Western Africa,1973,0.438
Western Africa,1973,-0.082
Western Africa,1973,-0.11
Northern America,1973,0.673
Northern America,1973,-0.533
Northern America,1973,1.828
Northern America,1973,-0.432
Northern America,1973,0.287
Northern America,1973,0.432
Northern America,1973,0.186
Northern America,1973,0.562
Northern America,1973,0.336
Northern America,1973,1.101
Northern America,1973,-0.502
Northern America,1973,0.765
Central America,1973,-0.471
Central America,1973,-0.147
Central America,1973,0.394
Central America,1973,-0.512
Central America,1973,0.176
Central America,1973,-0.328
Central America,1973,-0.235
Central America,1973,-0.634
Central America,1973,0.015
Central America,1973,0.064
Central America,1973,0.793
Central America,1973,-0.652
South America,1973,0.702
South America,1973,0.706
South America,1973,0.705
South America,1973,0.766
South America,1973,0.073
South America,1973,0.743
South America,1973,-0.276
South America,1973,-0.255
South America,1973,-0.28
South America,1973,-0.022
South America,1973,-0.305
South America,1973,-0.296
Central Asia,1973,
Central Asia,1973,
Central Asia,1973,
Central Asia,1973,
Central Asia,1973,
Central Asia,1973,
Central Asia,1973,
Central Asia,1973,
Central Asia,1973,
Central Asia,1973,
Central Asia,1973,
Central Asia,1973,
Eastern Asia,1973,1.28
Eastern Asia,1973,1.661
Eastern Asia,1973,0.815
Eastern Asia,1973,1.002
Eastern Asia,1973,-0.419
Eastern Asia,1973,-0.061
Eastern Asia,1973,0.024
Eastern Asia,1973,0.063
Eastern Asia,1973,0.405
Eastern Asia,1973,-0.554
Eastern Asia,1973,0.766
Eastern Asia,1973,0.514
Southern Asia,1973,-0.942
Southern Asia,1973,1.348
Southern Asia,1973,0.111
Southern Asia,1973,1.204
Southern Asia,1973,0.494
Southern Asia,1973,0.416
Southern Asia,1973,0.122
Southern Asia,1973,0.133
Southern Asia,1973,-0.025
Southern Asia,1973,0.054
Southern Asia,1973,-0.328
Southern Asia,1973,-0.735
South-Eastern Asia,1973,0.556
South-Eastern Asia,1973,0.946
South-Eastern Asia,1973,0.474
South-Eastern Asia,1973,0.653
South-Eastern Asia,1973,0.041
South-Eastern Asia,1973,0.396
South-Eastern Asia,1973,0.277
South-Eastern Asia,1973,0.092
South-Eastern Asia,1973,0.0
South-Eastern Asia,1973,0.098
South-Eastern Asia,1973,-0.296
South-Eastern Asia,1973,-0.615
Western Asia,1973,-1.209
Western Asia,1973,1.771
Western Asia,1973,-0.103
Western Asia,1973,0.462
Western Asia,1973,0.307
Western Asia,1973,-0.779
Western Asia,1973,-0.096
Western Asia,1973,0.187
Western Asia,1973,0.535
Western Asia,1973,0.281
Western Asia,1973,-1.625
Western Asia,1973,-0.424
Eastern Europe,1973,-1.159
Eastern Europe,1973,2.732
Eastern Europe,1973,0.66
Eastern Europe,1973,0.564
Eastern Europe,1973,-0.023
Eastern Europe,1973,0.304
Eastern Europe,1973,0.451
Eastern Europe,1973,0.064
Eastern Europe,1973,-1.308
Eastern Europe,1973,-0.132
Eastern Europe,1973,-0.241
Eastern Europe,1973,-0.166
Northern Europe,1973,4.311
Northern Europe,1973,1.813
Northern Europe,1973,2.536
Northern Europe,1973,-0.206
Northern Europe,1973,0.248
Northern Europe,1973,0.699
Northern Europe,1973,2.004
Northern Europe,1973,-0.342
Northern Europe,1973,-1.116
Northern Europe,1973,-2.185
Northern Europe,1973,-2.119
Northern Europe,1973,-2.026
Southern Europe,1973,-0.081
Southern Europe,1973,-0.449
Southern Europe,1973,-1.234
Southern Europe,1973,-0.973
Southern Europe,1973,0.656
Southern Europe,1973,0.183
Southern Europe,1973,-0.07
Southern Europe,1973,0.55
Southern Europe,1973,0.511
Southern Europe,1973,-0.281
Southern Europe,1973,-0.546
Southern Europe,1973,-0.71
Western Europe,1973,0.244
Western Europe,1973,-0.215
Western Europe,1973,-0.23
Western Europe,1973,-1.883
Western Europe,1973,0.798
Western Europe,1973,0.722
Western Europe,1973,0.144
Western Europe,1973,1.73
Western Europe,1973,1.046
Western Europe,1973,-1.126
Western Europe,1973,-0.303
Western Europe,1973,-0.613
Australia and New Zealand,1973,1.106
Australia and New Zealand,1973,0.228
Australia and New Zealand,1973,0.384
Australia and New Zealand,1973,0.919
Australia and New Zealand,1973,1.514
Australia and New Zealand,1973,0.706
Australia and New Zealand,1973,1.767
Australia and New Zealand,1973,0.934
Australia and New Zealand,1973,0.392
Australia and New Zealand,1973,0.445
Australia and New Zealand,1973,-0.088
Australia and New Zealand,1973,-0.011
Antarctica,1974,0.764
Antarctica,1974,-0.918
Antarctica,1974,-0.028
Antarctica,1974,-0.676
Antarctica,1974,-0.142
Antarctica,1974,0.747
Antarctica,1974,-0.456
Antarctica,1974,2.898
Antarctica,1974,0.406
Antarctica,1974,0.81
Antarctica,1974,-0.109
Antarctica,1974,2.531
South Africa,1974,-0.173
South Africa,1974,-0.064
South Africa,1974,-0.475
South Africa,1974,-0.118
South Africa,1974,-0.259
South Africa,1974,0.366
South Africa,1974,0.197
South Africa,1974,-0.952
South Africa,1974,-0.805
South Africa,1974,-0.012
South Africa,1974,-0.171
South Africa,1974,-0.133
Africa,1974,-0.546
Africa,1974,-0.329
Africa,1974,-0.32
Africa,1974,-0.194
Africa,1974,-0.162
Africa,1974,0.162
Africa,1974,-0.327
Africa,1974,-0.058
Africa,1974,-0.324
Africa,1974,-0.116
Africa,1974,-0.363
Africa,1974,-0.65
Eastern Africa,1974,-0.31
Eastern Africa,1974,-0.133
Eastern Africa,1974,-0.466
Eastern Africa,1974,-0.339
Eastern Africa,1974,-0.281
Eastern Africa,1974,-0.148
Eastern Africa,1974,-0.132
Eastern Africa,1974,0.176
Eastern Africa,1974,-0.572
Eastern Africa,1974,-0.088
Eastern Africa,1974,-0.084
Eastern Africa,1974,-0.166
Middle Africa,1974,-0.371
Middle Africa,1974,0.084
Middle Africa,1974,-0.152
Middle Africa,1974,0.022
Middle Africa,1974,-0.419
Middle Africa,1974,0.035
Middle Africa,1974,-0.332
Middle Africa,1974,0.177
Middle Africa,1974,-0.227
Middle Africa,1974,0.035
Middle Africa,1974,0.005
Middle Africa,1974,-0.62
Northern Africa,1974,-0.439
Northern Africa,1974,-0.428
Northern Africa,1974,-0.173
Northern Africa,1974,-0.2
Northern Africa,1974,0.03
Northern Africa,1974,0.166
Northern Africa,1974,-0.611
Northern Africa,1974,-0.319
Northern Africa,1974,-0.267
Northern Africa,1974,-0.227
Northern Africa,1974,-0.727
Northern Africa,1974,-0.887
Southern Africa,1974,-0.702
Southern Africa,1974,-0.505
Southern Africa,1974,-0.684
Southern Africa,1974,-0.505
Southern Africa,1974,-0.424
Southern Africa,1974,0.226
Southern Africa,1974,-0.013
Southern Africa,1974,-0.881
Southern Africa,1974,-0.936
Southern Africa,1974,-0.135
Southern Africa,1974,-0.58
Southern Africa,1974,-0.4
Western Africa,1974,-1.059
Western Africa,1974,-0.763
Western Africa,1974,-0.398
Western Africa,1974,-0.132
Western Africa,1974,0.084
Western Africa,1974,0.585
Western Africa,1974,-0.267
Western Africa,1974,0.166
Western Africa,1974,0.018
Western Africa,1974,-0.143
Western Africa,1974,-0.449
Western Africa,1974,-0.961
Northern America,1974,-1.03
Northern America,1974,-0.803
Northern America,1974,-0.694
Northern America,1974,-0.523
Northern America,1974,-0.484
Northern America,1974,0.085
Northern America,1974,0.172
Northern America,1974,-0.457
Northern America,1974,-0.998
Northern America,1974,-1.093
Northern America,1974,0.548
Northern America,1974,0.995
Central America,1974,0.885
Central America,1974,-0.226
Central America,1974,0.593
Central America,1974,0.048
Central America,1974,0.242
Central America,1974,-0.026
Central America,1974,-0.622
Central America,1974,-0.158
Central America,1974,-0.653
Central America,1974,-0.627
Central America,1974,-0.334
Central America,1974,-0.439
South America,1974,-0.262
South America,1974,-0.442
South America,1974,-0.235
South America,1974,0.029
South America,1974,0.083
South America,1974,-0.207
South America,1974,-0.035
South America,1974,-0.184
South America,1974,-0.453
South America,1974,-0.301
South America,1974,-0.2
South America,1974,-0.544
Central Asia,1974,
Central Asia,1974,
Central Asia,1974,
Central Asia,1974,
Central Asia,1974,
Central Asia,1974,
Central Asia,1974,
Central Asia,1974,
Central Asia,1974,
Central Asia,1974,
Central Asia,1974,
Central Asia,1974,
Eastern Asia,1974,0.518
Eastern Asia,1974,-0.757
Eastern Asia,1974,-0.831
Eastern Asia,1974,0.977
Eastern Asia,1974,0.46
Eastern Asia,1974,-0.372
Eastern Asia,1974,0.034
Eastern Asia,1974,-0.16
Eastern Asia,1974,-0.292
Eastern Asia,1974,-0.624
Eastern Asia,1974,0.447
Eastern Asia,1974,-1.877
Southern Asia,1974,-0.79
Southern Asia,1974,-1.749
Southern Asia,1974,0.771
Southern Asia,1974,0.434
Southern Asia,1974,-0.064
Southern Asia,1974,-0.144
Southern Asia,1974,-0.091
Southern Asia,1974,-0.059
Southern Asia,1974,0.112
Southern Asia,1974,-0.486
Southern Asia,1974,0.029
Southern Asia,1974,-1.122
South-Eastern Asia,1974,-0.575
South-Eastern Asia,1974,-0.499
South-Eastern Asia,1974,-0.479
South-Eastern Asia,1974,-0.441
South-Eastern Asia,1974,-0.289
South-Eastern Asia,1974,-0.114
South-Eastern Asia,1974,-0.093
South-Eastern Asia,1974,0.102
South-Eastern Asia,1974,-0.017
South-Eastern Asia,1974,0.098
South-Eastern Asia,1974,0.124
South-Eastern Asia,1974,0.109
Western Asia,1974,-1.37
Western Asia,1974,-0.745
Western Asia,1974,0.12
Western Asia,1974,-0.223
Western Asia,1974,-0.134
Western Asia,1974,0.133
Western Asia,1974,-0.217
Western Asia,1974,-0.253
Western Asia,1974,-0.315
Western Asia,1974,0.81
Western Asia,1974,0.191
Western Asia,1974,-0.754
Eastern Europe,1974,-1.04
Eastern Europe,1974,0.036
Eastern Europe,1974,1.213
Eastern Europe,1974,-0.712
Eastern Europe,1974,-0.128
Eastern Europe,1974,-0.225
Eastern Europe,1974,-0.6
Eastern Europe,1974,-0.786
Eastern Europe,1974,0.106
Eastern Europe,1974,1.251
Eastern Europe,1974,0.832
Eastern Europe,1974,0.197
Northern Europe,1974,3.57
Northern Europe,1974,3.903
Northern Europe,1974,1.978
Northern Europe,1974,1.362
Northern Europe,1974,-0.086
Northern Europe,1974,0.353
Northern Europe,1974,-0.309
Northern Europe,1974,-0.134
Northern Europe,1974,0.863
Northern Europe,1974,-0.931
Northern Europe,1974,0.399
Northern Europe,1974,2.569
Southern Europe,1974,1.224
Southern Europe,1974,0.834
Southern Europe,1974,0.268
Southern Europe,1974,-1.122
Southern Europe,1974,-0.464
Southern Europe,1974,-0.447
Southern Europe,1974,-0.028
Southern Europe,1974,0.362
Southern Europe,1974,-0.313
Southern Europe,1974,-2.389
Southern Europe,1974,-0.317
Southern Europe,1974,0.176
Western Europe,1974,3.29
Western Europe,1974,2.047
Western Europe,1974,1.465
Western Europe,1974,0.276
Western Europe,1974,-0.657
Western Europe,1974,-0.736
Western Europe,1974,-0.839
Western Europe,1974,0.842
Western Europe,1974,-0.621
Western Europe,1974,-3.848
Western Europe,1974,0.565
Western Europe,1974,2.95
Australia and New Zealand,1974,-0.73
Australia and New Zealand,1974,-0.852
Australia and New Zealand,1974,0.164
Australia and New Zealand,1974,-0.335
Australia and New Zealand,1974,-0.061
Australia and New Zealand,1974,-0.676
Australia and New Zealand,1974,0.414
Australia and New Zealand,1974,0.302
Australia and New Zealand,1974,-0.396
Australia and New Zealand,1974,-0.619
Australia and New Zealand,1974,-1.06
Australia and New Zealand,1974,-0.185
Antarctica,1975,0.298
Antarctica,1975,0.629
Antarctica,1975,1.603
Antarctica,1975,-0.877
Antarctica,1975,2.783
Antarctica,1975,-2.234
Antarctica,1975,-1.361
Antarctica,1975,-1.906
Antarctica,1975,-0.856
Antarctica,1975,1.001
Antarctica,1975,0.519
Antarctica,1975,0.338
South Africa,1975,-0.348
South Africa,1975,-0.32
South Africa,1975,-1.142
South Africa,1975,-0.285
South Africa,1975,-0.033
South Africa,1975,0.727
South Africa,1975,-0.133
South Africa,1975,-0.325
South Africa,1975,1.184
South Africa,1975,-0.773
South Africa,1975,-0.311
South Africa,1975,-1.191
Africa,1975,-0.675
Africa,1975,-0.094
Africa,1975,-0.183
Africa,1975,0.097
Africa,1975,-0.061
Africa,1975,-0.041
Africa,1975,-0.12
Africa,1975,-0.301
Africa,1975,-0.137
Africa,1975,-0.351
Africa,1975,-0.24
Africa,1975,-0.022
Eastern Africa,1975,-0.107
Eastern Africa,1975,0.095
Eastern Africa,1975,-0.075
Eastern Africa,1975,0.098
Eastern Africa,1975,0.199
Eastern Africa,1975,-0.108
Eastern Africa,1975,0.108
Eastern Africa,1975,-0.614
Eastern Africa,1975,-0.257
Eastern Africa,1975,-0.716
Eastern Africa,1975,0.07
Eastern Africa,1975,-0.128
Middle Africa,1975,-0.599
Middle Africa,1975,0.292
Middle Africa,1975,0.064
Middle Africa,1975,0.128
Middle Africa,1975,0.229
Middle Africa,1975,0.177
Middle Africa,1975,-0.084
Middle Africa,1975,-0.362
Middle Africa,1975,-0.316
Middle Africa,1975,-0.262
Middle Africa,1975,0.068
Middle Africa,1975,-0.474
Northern Africa,1975,-0.717
Northern Africa,1975,-0.125
Northern Africa,1975,-0.206
Northern Africa,1975,0.194
Northern Africa,1975,-0.372
Northern Africa,1975,-0.624
Northern Africa,1975,-0.151
Northern Africa,1975,-0.413
Northern Africa,1975,-0.149
Northern Africa,1975,-0.263
Northern Africa,1975,-0.592
Northern Africa,1975,0.16
Southern Africa,1975,-0.301
Southern Africa,1975,-0.118
Southern Africa,1975,-0.987
Southern Africa,1975,-0.432
Southern Africa,1975,0.064
Southern Africa,1975,0.62
Southern Africa,1975,-0.006
Southern Africa,1975,-0.395
Southern Africa,1975,0.989
Southern Africa,1975,-0.61
Southern Africa,1975,-0.038
Southern Africa,1975,-0.846
Western Africa,1975,-1.444
Western Africa,1975,-0.65
Western Africa,1975,-0.178
Western Africa,1975,0.155
Western Africa,1975,-0.265
Western Africa,1975,0.314
Western Africa,1975,-0.398
Western Africa,1975,0.286
Western Africa,1975,-0.293
Western Africa,1975,-0.076
Western Africa,1975,-0.489
Western Africa,1975,0.678
Northern America,1975,-0.311
Northern America,1975,-0.488
Northern America,1975,-0.975
Northern America,1975,-1.042
Northern America,1975,0.667
Northern America,1975,0.41
Northern America,1975,0.516
Northern America,1975,-0.173
Northern America,1975,-0.422
Northern America,1975,0.11
Northern America,1975,-0.392
Northern America,1975,-0.666
Central America,1975,-0.02
Central America,1975,0.089
Central America,1975,0.421
Central America,1975,-0.153
Central America,1975,-0.135
Central America,1975,-0.16
Central America,1975,-0.742
Central America,1975,-0.435
Central America,1975,-0.861
Central America,1975,-0.448
Central America,1975,-0.056
Central America,1975,-0.412
South America,1975,-0.183
South America,1975,-0.032
South America,1975,0.006
South America,1975,0.125
South America,1975,-0.103
South America,1975,0.455
South America,1975,-0.785
South America,1975,-0.186
South America,1975,-0.026
South America,1975,-0.111
South America,1975,-0.399
South America,1975,-0.137
Central Asia,1975,
Central Asia,1975,
Central Asia,1975,
Central Asia,1975,
Central Asia,1975,
Central Asia,1975,
Central Asia,1975,
Central Asia,1975,
Central Asia,1975,
Central Asia,1975,
Central Asia,1975,
Central Asia,1975,
Eastern Asia,1975,1.232
Eastern Asia,1975,0.838
Eastern Asia,1975,1.102
Eastern Asia,1975,0.312
Eastern Asia,1975,-0.673
Eastern Asia,1975,0.186
Eastern Asia,1975,-0.196
Eastern Asia,1975,0.592
Eastern Asia,1975,1.032
Eastern Asia,1975,0.761
Eastern Asia,1975,0.389
Eastern Asia,1975,-1.345
Southern Asia,1975,-0.602
Southern Asia,1975,-0.552
Southern Asia,1975,-0.453
Southern Asia,1975,0.248
Southern Asia,1975,0.44
Southern Asia,1975,-0.1
Southern Asia,1975,-0.169
Southern Asia,1975,0.002
Southern Asia,1975,-0.234
Southern Asia,1975,-0.132
Southern Asia,1975,-1.18
Southern Asia,1975,-0.681
South-Eastern Asia,1975,0.326
South-Eastern Asia,1975,0.142
South-Eastern Asia,1975,0.238
South-Eastern Asia,1975,0.232
South-Eastern Asia,1975,-0.22
South-Eastern Asia,1975,-0.205
South-Eastern Asia,1975,-0.102
South-Eastern Asia,1975,0.127
South-Eastern Asia,1975,-0.069
South-Eastern Asia,1975,-0.013
South-Eastern Asia,1975,-0.365
South-Eastern Asia,1975,-1.02
Western Asia,1975,-0.567
Western Asia,1975,-0.613
Western Asia,1975,-0.208
Western Asia,1975,0.353
Western Asia,1975,-0.071
Western Asia,1975,-0.129
Western Asia,1975,0.389
Western Asia,1975,-0.355
Western Asia,1975,0.759
Western Asia,1975,-0.889
Western Asia,1975,-0.461
Western Asia,1975,-1.115
Eastern Europe,1975,2.704
Eastern Europe,1975,0.691
Eastern Europe,1975,1.875
Eastern Europe,1975,1.844
Eastern Europe,1975,1.164
Eastern Europe,1975,0.966
Eastern Europe,1975,1.152
Eastern Europe,1975,0.603
Eastern Europe,1975,1.305
Eastern Europe,1975,-0.374
Eastern Europe,1975,-1.755
Eastern Europe,1975,0.184
Northern Europe,1975,3.225
Northern Europe,1975,3.463
Northern Europe,1975,1.903
Northern Europe,1975,0.009
Northern Europe,1975,0.675
Northern Europe,1975,-1.153
Northern Europe,1975,0.236
Northern Europe,1975,0.965
Northern Europe,1975,0.743
Northern Europe,1975,0.47
Northern Europe,1975,1.298
Northern Europe,1975,1.494
Southern Europe,1975,1.077
Southern Europe,1975,-0.012
Southern Europe,1975,-0.108
Southern Europe,1975,-0.105
Southern Europe,1975,-0.411
Southern Europe,1975,-0.634
Southern Europe,1975,0.361
Southern Europe,1975,-0.073
Southern Europe,1975,0.344
Southern Europe,1975,0.038
Southern Europe,1975,-0.722
Southern Europe,1975,-0.654
Western Europe,1975,3.823
Western Europe,1975,1.365
Western Europe,1975,-0.502
Western Europe,1975,-0.307
Western Europe,1975,-0.359
Western Europe,1975,-0.563
Western Europe,1975,0.94
Western Europe,1975,1.885
Western Europe,1975,1.33
Western Europe,1975,-1.07
Western Europe,1975,-0.564
Western Europe,1975,-0.604
Australia and New Zealand,1975,-0.464
Australia and New Zealand,1975,-0.08
Australia and New Zealand,1975,-0.502
Australia and New Zealand,1975,-0.219
Australia and New Zealand,1975,0.657
Australia and New Zealand,1975,-0.206
Australia and New Zealand,1975,1.79
Australia and New Zealand,1975,0.189
Australia and New Zealand,1975,0.995
Australia and New Zealand,1975,-1.154
Australia and New Zealand,1975,0.122
Australia and New Zealand,1975,-0.186
Antarctica,1976,0.32
Antarctica,1976,-0.004
Antarctica,1976,0.115
Antarctica,1976,-2.278
Antarctica,1976,-1.751
Antarctica,1976,-0.826
Antarctica,1976,-0.266
Antarctica,1976,-3.233
Antarctica,1976,-0.442
Antarctica,1976,-0.349
Antarctica,1976,0.766
Antarctica,1976,1.925
South Africa,1976,-0.71
South Africa,1976,-0.757
South Africa,1976,-0.608
South Africa,1976,-0.022
South Africa,1976,0.043
South Africa,1976,-0.139
South Africa,1976,-0.37
South Africa,1976,-0.811
South Africa,1976,0.532
South Africa,1976,-0.627
South Africa,1976,-1.6
South Africa,1976,-0.039
Africa,1976,-0.596
Africa,1976,-0.495
Africa,1976,-0.634
Africa,1976,-0.384
Africa,1976,-0.345
Africa,1976,-0.205
Africa,1976,-0.16
Africa,1976,-0.235
Africa,1976,0.095
Africa,1976,0.032
Africa,1976,-0.171
Africa,1976,0.584
Eastern Africa,1976,-0.202
Eastern Africa,1976,-0.119
Eastern Africa,1976,-0.008
Eastern Africa,1976,-0.256
Eastern Africa,1976,-0.289
Eastern Africa,1976,0.069
Eastern Africa,1976,-0.093
Eastern Africa,1976,-0.37
Eastern Africa,1976,0.065
Eastern Africa,1976,0.061
Eastern Africa,1976,0.503
Eastern Africa,1976,0.633
Middle Africa,1976,-0.095
Middle Africa,1976,-0.057
Middle Africa,1976,-0.271
Middle Africa,1976,-0.259
Middle Africa,1976,-0.203
Middle Africa,1976,-0.214
Middle Africa,1976,-0.146
Middle Africa,1976,-0.204
Middle Africa,1976,0.258
Middle Africa,1976,0.198
Middle Africa,1976,-0.127
Middle Africa,1976,0.287
Northern Africa,1976,-0.979
Northern Africa,1976,-1.142
Northern Africa,1976,-1.038
Northern Africa,1976,-0.642
Northern Africa,1976,-0.501
Northern Africa,1976,-0.427
Northern Africa,1976,-0.262
Northern Africa,1976,-0.302
Northern Africa,1976,-0.112
Northern Africa,1976,0.253
Northern Africa,1976,-0.505
Northern Africa,1976,1.172
Southern Africa,1976,-0.969
Southern Africa,1976,-1.019
Southern Africa,1976,-0.812
Southern Africa,1976,-0.269
Southern Africa,1976,-0.314
Southern Africa,1976,-0.031
Southern Africa,1976,-0.51
Southern Africa,1976,-0.823
Southern Africa,1976,0.058
Southern Africa,1976,-0.822
Southern Africa,1976,-0.818
Southern Africa,1976,0.185
Western Africa,1976,-0.85
Western Africa,1976,-0.23
Western Africa,1976,-1.038
Western Africa,1976,-0.343
Western Africa,1976,-0.352
Western Africa,1976,-0.246
Western Africa,1976,0.05
Western Africa,1976,0.218
Western Africa,1976,0.252
Western Africa,1976,-0.114
Western Africa,1976,-0.166
Western Africa,1976,0.21
Northern America,1976,0.381
Northern America,1976,0.721
Northern America,1976,-0.272
Northern America,1976,1.328
Northern America,1976,-0.067
Northern America,1976,-0.07
Northern America,1976,-0.145
Northern America,1976,-0.24
Northern America,1976,0.363
Northern America,1976,-1.422
Northern America,1976,-0.166
Northern America,1976,-1.04
Central America,1976,-0.541
Central America,1976,0.284
Central America,1976,0.338
Central America,1976,-0.516
Central America,1976,-0.51
Central America,1976,-0.201
Central America,1976,-0.859
Central America,1976,-0.297
Central America,1976,-0.293
Central America,1976,-0.788
Central America,1976,-1.072
Central America,1976,-0.372
South America,1976,-0.281
South America,1976,-0.363
South America,1976,-0.799
South America,1976,-0.31
South America,1976,-0.033
South America,1976,-0.263
South America,1976,0.08
South America,1976,0.026
South America,1976,-0.363
South America,1976,-0.133
South America,1976,-0.026
South America,1976,0.046
Central Asia,1976,
Central Asia,1976,
