Area,Year,Temperature Change,Standard Deviation
Eastern Europe,2011,2.924,0.86
Eastern Europe,2011,1.018,0.88
Eastern Europe,2011,3.069,1.055
Northern Europe,2011,1.077,2.461
Northern Europe,2011,-0.924,2.643
Northern Europe,2011,1.478,1.93
Northern Europe,2011,3.845,0.923
Northern Europe,2011,1.294,0.868
Northern Europe,2011,1.43,0.979
Northern Europe,2011,1.773,0.914
Northern Europe,2011,0.772,0.731
Northern Europe,2011,2.082,0.864
Northern Europe,2011,1.856,1.259
Northern Europe,2011,4.006,1.449
Northern Europe,2011,3.586,2.186
Southern Europe,2011,0.9,0.843
Southern Europe,2011,0.665,1.294
Southern Europe,2011,0.734,1.0
Southern Europe,2011,2.577,0.861
Southern Europe,2011,1.759,0.719
Southern Europe,2011,1.551,0.695
Southern Europe,2011,0.782,0.453
Southern Europe,2011,1.831,0.729
Southern Europe,2011,2.517,0.889
Southern Europe,2011,1.04,0.94
Southern Europe,2011,0.591,0.862
Southern Europe,2011,1.183,0.883
Western Europe,2011,1.263,2.053
Western Europe,2011,1.477,2.145
Western Europe,2011,1.736,1.577
Western Europe,2011,4.208,1.194
Western Europe,2011,2.463,0.873
Western Europe,2011,1.312,1.019
Western Europe,2011,-0.418,1.099
Western Europe,2011,1.649,0.908
Western Europe,2011,2.265,1.174
Western Europe,2011,1.253,1.45
Western Europe,2011,2.101,1.098
Western Europe,2011,2.754,1.828
Australia and New Zealand,2011,1.067,0.654
Australia and New Zealand,2011,0.094,0.511
Australia and New Zealand,2011,-0.649,0.514
Australia and New Zealand,2011,-0.326,0.467
Australia and New Zealand,2011,-0.795,0.691
Australia and New Zealand,2011,-0.446,0.601
Australia and New Zealand,2011,0.728,0.76
Australia and New Zealand,2011,1.198,0.608
Australia and New Zealand,2011,0.399,0.752
Australia and New Zealand,2011,0.688,0.833
Australia and New Zealand,2011,0.598,0.631
Australia and New Zealand,2011,-0.171,0.708
Antarctica,2012,-0.224,1.24
Antarctica,2012,0.011,1.084
Antarctica,2012,1.48,1.156
Antarctica,2012,-2.13,1.868
Antarctica,2012,-0.475,1.704
Antarctica,2012,-0.882,1.929
Antarctica,2012,-0.903,1.801
Antarctica,2012,-1.517,2.216
Antarctica,2012,-0.913,2.058
Antarctica,2012,0.438,1.344
Antarctica,2012,1.766,1.124
Antarctica,2012,2.376,1.161
South Africa,2012,1.622,0.637
South Africa,2012,0.919,0.583
South Africa,2012,1.15,0.625
South Africa,2012,0.076,0.64
South Africa,2012,1.318,0.483
South Africa,2012,0.481,0.788
South Africa,2012,0.319,0.656
South Africa,2012,0.373,0.65
South Africa,2012,-0.271,0.742
South Africa,2012,0.388,0.762
South Africa,2012,0.893,0.657
South Africa,2012,0.81,0.701
Africa,2012,0.016,0.488
Africa,2012,0.068,0.483
Africa,2012,0.528,0.484
Africa,2012,0.954,0.316
Africa,2012,1.054,0.341
Africa,2012,1.093,0.292
Africa,2012,0.943,0.313
Africa,2012,0.984,0.303
Africa,2012,0.73,0.304
Africa,2012,1.23,0.304
Africa,2012,1.57,0.314
Africa,2012,0.777,0.353
Eastern Africa,2012,0.556,0.345
Eastern Africa,2012,0.838,0.338
Eastern Africa,2012,0.96,0.363
Eastern Africa,2012,0.409,0.399
Eastern Africa,2012,0.984,0.451
Eastern Africa,2012,1.049,0.369
Eastern Africa,2012,0.925,0.353
Eastern Africa,2012,1.441,0.349
Eastern Africa,2012,1.343,0.346
Eastern Africa,2012,1.303,0.371
Eastern Africa,2012,1.172,0.304
Eastern Africa,2012,1.123,0.378
Middle Africa,2012,0.153,0.418
Middle Africa,2012,0.716,0.506
Middle Africa,2012,0.612,0.355
Middle Africa,2012,0.868,0.317
Middle Africa,2012,0.442,0.291
Middle Africa,2012,0.619,0.26
Middle Africa,2012,0.646,0.327
Middle Africa,2012,0.524,0.295
Middle Africa,2012,0.429,0.33
Middle Africa,2012,0.413,0.27
Middle Africa,2012,0.831,0.301
Middle Africa,2012,0.777,0.401
Northern Africa,2012,-0.921,0.767
Northern Africa,2012,-2.011,0.804
Northern Africa,2012,-0.312,0.79
Northern Africa,2012,1.566,0.395
Northern Africa,2012,1.904,0.506
Northern Africa,2012,2.41,0.308
Northern Africa,2012,2.275,0.419
Northern Africa,2012,1.808,0.312
Northern Africa,2012,1.132,0.368
Northern Africa,2012,2.473,0.45
Northern Africa,2012,2.516,0.624
Northern Africa,2012,0.794,0.642
Southern Africa,2012,0.974,0.706
Southern Africa,2012,0.073,0.624
Southern Africa,2012,0.909,0.753
Southern Africa,2012,0.097,0.617
Southern Africa,2012,1.325,0.409
Southern Africa,2012,0.294,0.852
Southern Africa,2012,0.115,0.572
Southern Africa,2012,0.414,0.61
Southern Africa,2012,-0.175,0.621
Southern Africa,2012,0.855,0.685
Southern Africa,2012,1.27,0.585
Southern Africa,2012,0.256,0.58
Western Africa,2012,-0.18,0.915
Western Africa,2012,0.61,0.781
Western Africa,2012,0.651,0.701
Western Africa,2012,1.38,0.498
Western Africa,2012,0.836,0.425
Western Africa,2012,0.706,0.44
Western Africa,2012,0.335,0.446
Western Africa,2012,0.451,0.51
Western Africa,2012,0.426,0.478
Western Africa,2012,0.981,0.424
Western Africa,2012,1.979,0.437
Western Africa,2012,0.626,0.57
Northern America,2012,2.216,0.948
Northern America,2012,3.37,1.621
Northern America,2012,2.997,1.087
Northern America,2012,1.815,0.825
Northern America,2012,1.523,0.519
Northern America,2012,1.522,0.429
Northern America,2012,1.71,0.366
Northern America,2012,1.319,0.38
Northern America,2012,1.617,0.602
Northern America,2012,0.305,0.936
Northern America,2012,0.198,0.627
Northern America,2012,1.187,1.326
Central America,2012,1.349,0.595
Central America,2012,0.93,0.52
Central America,2012,1.026,0.643
Central America,2012,0.82,0.461
Central America,2012,1.058,0.325
Central America,2012,1.07,0.403
Central America,2012,0.379,0.488
Central America,2012,0.819,0.385
Central America,2012,0.672,0.403
Central America,2012,0.962,0.469
Central America,2012,0.912,0.566
Central America,2012,1.429,0.513
South America,2012,0.662,0.263
South America,2012,0.541,0.326
South America,2012,0.676,0.414
South America,2012,0.937,0.418
South America,2012,0.993,0.479
South America,2012,1.065,0.564
South America,2012,0.464,0.495
South America,2012,1.158,0.39
South America,2012,1.454,0.334
South America,2012,1.44,0.335
South America,2012,1.172,0.315
South America,2012,1.143,0.272
Central Asia,2012,-1.184,
Central Asia,2012,-4.327,
Central Asia,2012,0.642,
Central Asia,2012,5.689,
Central Asia,2012,2.147,
Central Asia,2012,2.412,
Central Asia,2012,1.812,
Central Asia,2012,2.572,
Central Asia,2012,0.788,
Central Asia,2012,2.531,
Central Asia,2012,0.678,
Central Asia,2012,-4.102,
Eastern Asia,2012,-0.937,1.045
Eastern Asia,2012,-0.113,1.725
Eastern Asia,2012,0.405,1.077
Eastern Asia,2012,1.783,0.683
Eastern Asia,2012,1.59,0.467
Eastern Asia,2012,1.043,0.366
Eastern Asia,2012,0.89,0.303
Eastern Asia,2012,0.862,0.42
Eastern Asia,2012,0.705,0.482
Eastern Asia,2012,0.556,0.524
Eastern Asia,2012,-0.186,1.088
Eastern Asia,2012,-0.924,1.24
Southern Asia,2012,-0.017,0.962
Southern Asia,2012,-0.714,1.265
Southern Asia,2012,0.052,0.867
Southern Asia,2012,0.741,0.796
Southern Asia,2012,1.225,0.556
Southern Asia,2012,0.987,0.323
Southern Asia,2012,0.953,0.247
Southern Asia,2012,0.794,0.244
Southern Asia,2012,0.568,0.243
Southern Asia,2012,0.502,0.524
Southern Asia,2012,0.745,0.642
Southern Asia,2012,0.62,0.705
South-Eastern Asia,2012,0.785,0.567
South-Eastern Asia,2012,0.724,0.456
South-Eastern Asia,2012,0.495,0.381
South-Eastern Asia,2012,0.429,0.349
South-Eastern Asia,2012,0.617,0.25
South-Eastern Asia,2012,0.595,0.22
South-Eastern Asia,2012,0.412,0.2
South-Eastern Asia,2012,0.667,0.162
South-Eastern Asia,2012,0.581,0.143
South-Eastern Asia,2012,0.844,0.178
South-Eastern Asia,2012,1.327,0.368
South-Eastern Asia,2012,1.244,0.465
Western Asia,2012,0.216,1.179
Western Asia,2012,-0.539,1.261
Western Asia,2012,-0.99,0.935
Western Asia,2012,1.736,0.759
Western Asia,2012,2.17,0.572
Western Asia,2012,2.137,0.539
Western Asia,2012,2.272,0.474
Western Asia,2012,1.923,0.568
Western Asia,2012,1.55,0.585
Western Asia,2012,1.898,0.653
Western Asia,2012,1.678,0.934
Western Asia,2012,1.19,0.997
Eastern Europe,2012,1.49,1.94
Eastern Europe,2012,0.582,1.869
Eastern Europe,2012,0.775,1.375
Eastern Europe,2012,3.137,0.866
Eastern Europe,2012,2.632,0.642
Eastern Europe,2012,2.619,0.638
Eastern Europe,2012,1.709,0.539
Eastern Europe,2012,0.622,0.453
Eastern Europe,2012,1.632,0.576
Eastern Europe,2012,2.064,0.86
Eastern Europe,2012,2.619,0.88
Eastern Europe,2012,-1.457,1.055
Northern Europe,2012,1.997,2.461
Northern Europe,2012,0.465,2.643
Northern Europe,2012,3.964,1.93
Northern Europe,2012,0.421,0.923
Northern Europe,2012,1.071,0.868
Northern Europe,2012,-0.846,0.979
Northern Europe,2012,0.453,0.914
Northern Europe,2012,0.514,0.731
Northern Europe,2012,0.423,0.864
Northern Europe,2012,-0.261,1.259
Northern Europe,2012,2.02,1.449
Northern Europe,2012,-2.087,2.186
Southern Europe,2012,0.374,0.843
Southern Europe,2012,-2.51,1.294
Southern Europe,2012,1.915,1.0
Southern Europe,2012,0.694,0.861
Southern Europe,2012,1.531,0.719
Southern Europe,2012,2.773,0.695
Southern Europe,2012,2.19,0.453
Southern Europe,2012,2.685,0.729
Southern Europe,2012,1.508,0.889
Southern Europe,2012,1.626,0.94
Southern Europe,2012,1.782,0.862
Southern Europe,2012,0.318,0.883
Western Europe,2012,2.423,2.053
Western Europe,2012,-2.829,2.145
Western Europe,2012,3.319,1.577
Western Europe,2012,0.562,1.194
Western Europe,2012,2.054,0.873
Western Europe,2012,1.217,1.019
Western Europe,2012,0.793,1.099
Western Europe,2012,2.532,0.908
Western Europe,2012,0.512,1.174
Western Europe,2012,0.769,1.45
Western Europe,2012,1.489,1.098
Western Europe,2012,1.115,1.828
Australia and New Zealand,2012,0.269,0.654
Australia and New Zealand,2012,-0.037,0.511
Australia and New Zealand,2012,-0.774,0.514
Australia and New Zealand,2012,0.299,0.467
Australia and New Zealand,2012,-0.056,0.691
Australia and New Zealand,2012,-0.457,0.601
Australia and New Zealand,2012,-0.087,0.76
Australia and New Zealand,2012,0.512,0.608
Australia and New Zealand,2012,1.291,0.752
Australia and New Zealand,2012,0.999,0.833
Australia and New Zealand,2012,1.432,0.631
Australia and New Zealand,2012,1.366,0.708
Antarctica,2013,1.402,1.24
Antarctica,2013,-1.871,1.084
Antarctica,2013,1.626,1.156
Antarctica,2013,-0.099,1.868
Antarctica,2013,-3.115,1.704
Antarctica,2013,4.04,1.929
Antarctica,2013,1.304,1.801
Antarctica,2013,5.096,2.216
Antarctica,2013,6.738,2.058
Antarctica,2013,0.729,1.344
Antarctica,2013,2.632,1.124
Antarctica,2013,1.542,1.161
South Africa,2013,0.879,0.637
South Africa,2013,1.124,0.583
South Africa,2013,1.175,0.625
South Africa,2013,0.07,0.64
South Africa,2013,1.123,0.483
South Africa,2013,0.975,0.788
South Africa,2013,1.093,0.656
South Africa,2013,0.069,0.65
South Africa,2013,-0.132,0.742
South Africa,2013,0.504,0.762
South Africa,2013,0.936,0.657
South Africa,2013,0.18,0.701
Africa,2013,0.896,0.488
Africa,2013,1.003,0.483
Africa,2013,1.797,0.484
Africa,2013,1.043,0.316
Africa,2013,1.137,0.341
Africa,2013,1.009,0.292
Africa,2013,0.938,0.313
Africa,2013,0.633,0.303
Africa,2013,0.937,0.304
Africa,2013,0.962,0.304
Africa,2013,1.033,0.314
Africa,2013,0.582,0.353
Eastern Africa,2013,1.184,0.345
Eastern Africa,2013,1.198,0.338
Eastern Africa,2013,0.974,0.363
Eastern Africa,2013,0.73,0.399
Eastern Africa,2013,0.798,0.451
Eastern Africa,2013,0.885,0.369
Eastern Africa,2013,0.65,0.353
Eastern Africa,2013,1.043,0.349
Eastern Africa,2013,1.42,0.346
Eastern Africa,2013,0.427,0.371
Eastern Africa,2013,1.082,0.304
Eastern Africa,2013,0.669,0.378
Middle Africa,2013,1.286,0.418
Middle Africa,2013,1.488,0.506
Middle Africa,2013,1.063,0.355
Middle Africa,2013,0.924,0.317
Middle Africa,2013,0.661,0.291
Middle Africa,2013,0.98,0.26
Middle Africa,2013,0.729,0.327
Middle Africa,2013,0.351,0.295
Middle Africa,2013,0.596,0.33
Middle Africa,2013,0.705,0.27
Middle Africa,2013,0.788,0.301
Middle Africa,2013,0.794,0.401
Northern Africa,2013,0.587,0.767
Northern Africa,2013,-0.133,0.804
Northern Africa,2013,2.922,0.79
Northern Africa,2013,1.795,0.395
Northern Africa,2013,1.85,0.506
Northern Africa,2013,0.581,0.308
Northern Africa,2013,1.097,0.419
Northern Africa,2013,0.849,0.312
Northern Africa,2013,1.317,0.368
Northern Africa,2013,2.005,0.45
Northern Africa,2013,1.219,0.624
Northern Africa,2013,0.266,0.642
Southern Africa,2013,0.923,0.706
Southern Africa,2013,1.443,0.624
Southern Africa,2013,1.481,0.753
Southern Africa,2013,0.248,0.617
Southern Africa,2013,1.094,0.409
Southern Africa,2013,1.73,0.852
Southern Africa,2013,1.281,0.572
Southern Africa,2013,0.211,0.61
Southern Africa,2013,0.223,0.621
Southern Africa,2013,0.855,0.685
Southern Africa,2013,0.862,0.585
Southern Africa,2013,-0.049,0.58
Western Africa,2013,0.469,0.915
Western Africa,2013,1.202,0.781
Western Africa,2013,2.468,0.701
Western Africa,2013,1.102,0.498
Western Africa,2013,1.322,0.425
Western Africa,2013,1.273,0.44
Western Africa,2013,1.156,0.446
Western Africa,2013,0.485,0.51
Western Africa,2013,0.746,0.478
Western Africa,2013,0.813,0.424
Western Africa,2013,1.136,0.437
Western Africa,2013,0.847,0.57
Northern America,2013,2.024,0.948
Northern America,2013,1.569,1.621
Northern America,2013,1.237,1.087
Northern America,2013,-0.829,0.825
Northern America,2013,0.252,0.519
Northern America,2013,1.48,0.429
Northern America,2013,0.526,0.366
Northern America,2013,0.904,0.38
Northern America,2013,1.332,0.602
Northern America,2013,1.254,0.936
Northern America,2013,-0.11,0.627
Northern America,2013,-1.483,1.326
Central America,2013,0.732,0.595
Central America,2013,1.325,0.52
Central America,2013,0.774,0.643
Central America,2013,0.829,0.461
Central America,2013,0.612,0.325
Central America,2013,1.069,0.403
Central America,2013,0.403,0.488
Central America,2013,0.516,0.385
Central America,2013,0.24,0.403
Central America,2013,0.829,0.469
Central America,2013,0.508,0.566
Central America,2013,0.744,0.513
South America,2013,1.05,0.263
South America,2013,0.746,0.326
South America,2013,0.601,0.414
South America,2013,1.024,0.418
South America,2013,0.961,0.479
South America,2013,1.357,0.564
South America,2013,0.785,0.495
South America,2013,0.14,0.39
South America,2013,0.627,0.334
South America,2013,0.88,0.335
South America,2013,0.693,0.315
South America,2013,1.285,0.272
Central Asia,2013,3.292,
Central Asia,2013,3.457,
Central Asia,2013,5.018,
Central Asia,2013,1.953,
Central Asia,2013,0.834,
Central Asia,2013,0.961,
Central Asia,2013,0.368,
Central Asia,2013,0.612,
Central Asia,2013,1.513,
Central Asia,2013,1.543,
Central Asia,2013,3.801,
Central Asia,2013,2.289,
Eastern Asia,2013,0.556,1.045
Eastern Asia,2013,1.326,1.725
Eastern Asia,2013,2.763,1.077
Eastern Asia,2013,0.588,0.683
Eastern Asia,2013,1.499,0.467
Eastern Asia,2013,1.178,0.366
Eastern Asia,2013,0.864,0.303
Eastern Asia,2013,1.363,0.42
Eastern Asia,2013,0.678,0.482
Eastern Asia,2013,1.267,0.524
Eastern Asia,2013,1.42,1.088
Eastern Asia,2013,1.198,1.24
Southern Asia,2013,0.71,0.962
Southern Asia,2013,1.112,1.265
Southern Asia,2013,1.309,0.867
Southern Asia,2013,0.353,0.796
Southern Asia,2013,0.834,0.556
Southern Asia,2013,0.487,0.323
Southern Asia,2013,0.713,0.247
Southern Asia,2013,0.434,0.244
Southern Asia,2013,1.298,0.243
Southern Asia,2013,0.838,0.524
Southern Asia,2013,0.576,0.642
Southern Asia,2013,0.099,0.705
South-Eastern Asia,2013,0.852,0.567
South-Eastern Asia,2013,1.293,0.456
South-Eastern Asia,2013,1.196,0.381
South-Eastern Asia,2013,0.806,0.349
South-Eastern Asia,2013,0.895,0.25
South-Eastern Asia,2013,1.045,0.22
South-Eastern Asia,2013,0.539,0.2
South-Eastern Asia,2013,0.671,0.162
South-Eastern Asia,2013,0.625,0.143
South-Eastern Asia,2013,0.571,0.178
South-Eastern Asia,2013,0.936,0.368
South-Eastern Asia,2013,0.087,0.465
Western Asia,2013,1.484,1.179
Western Asia,2013,2.183,1.261
Western Asia,2013,1.912,0.935
Western Asia,2013,1.041,0.759
Western Asia,2013,1.058,0.572
Western Asia,2013,0.864,0.539
Western Asia,2013,1.339,0.474
Western Asia,2013,1.043,0.568
Western Asia,2013,0.845,0.585
Western Asia,2013,-0.297,0.653
Western Asia,2013,1.537,0.934
Western Asia,2013,-0.571,0.997
Eastern Europe,2013,0.346,1.94
Eastern Europe,2013,1.642,1.869
Eastern Europe,2013,-0.949,1.375
Eastern Europe,2013,2.502,0.866
Eastern Europe,2013,2.558,0.642
Eastern Europe,2013,1.551,0.638
Eastern Europe,2013,0.954,0.539
Eastern Europe,2013,1.173,0.453
Eastern Europe,2013,-0.283,0.576
Eastern Europe,2013,0.881,0.86
Eastern Europe,2013,5.179,0.88
Eastern Europe,2013,4.648,1.055
Northern Europe,2013,1.131,2.461
Northern Europe,2013,2.448,2.643
Northern Europe,2013,-2.516,1.93
Northern Europe,2013,0.195,0.923
Northern Europe,2013,2.716,0.868
Northern Europe,2013,1.612,0.979
Northern Europe,2013,1.272,0.914
Northern Europe,2013,1.323,0.731
Northern Europe,2013,1.475,0.864
Northern Europe,2013,1.239,1.259
Northern Europe,2013,1.656,1.449
Northern Europe,2013,3.631,2.186
Southern Europe,2013,1.448,0.843
Southern Europe,2013,0.02,1.294
Southern Europe,2013,0.684,1.0
Southern Europe,2013,1.537,0.861
Southern Europe,2013,0.33,0.719
Southern Europe,2013,0.58,0.695
Southern Europe,2013,1.792,0.453
Southern Europe,2013,2.098,0.729
Southern Europe,2013,1.089,0.889
Southern Europe,2013,2.078,0.94
Southern Europe,2013,0.947,0.862
Southern Europe,2013,0.54,0.883
Western Europe,2013,0.85,2.053
Western Europe,2013,-1.107,2.145
Western Europe,2013,-1.557,1.577
Western Europe,2013,0.868,1.194
Western Europe,2013,-0.573,0.873
Western Europe,2013,0.351,1.019
Western Europe,2013,2.934,1.099
Western Europe,2013,1.746,0.908
Western Europe,2013,0.638,1.174
Western Europe,2013,2.271,1.45
Western Europe,2013,0.558,1.098
Western Europe,2013,2.119,1.828
Australia and New Zealand,2013,1.936,0.654
Australia and New Zealand,2013,1.016,0.511
Australia and New Zealand,2013,0.878,0.514
Australia and New Zealand,2013,1.205,0.467
Australia and New Zealand,2013,1.414,0.691
Australia and New Zealand,2013,0.858,0.601
Australia and New Zealand,2013,1.613,0.76
Australia and New Zealand,2013,1.769,0.608
Australia and New Zealand,2013,2.71,0.752
Australia and New Zealand,2013,1.63,0.833
Australia and New Zealand,2013,0.817,0.631
Australia and New Zealand,2013,0.957,0.708
Antarctica,2014,0.942,1.24
Antarctica,2014,-1.865,1.084
Antarctica,2014,-2.003,1.156
Antarctica,2014,1.215,1.868
Antarctica,2014,2.165,1.704
Antarctica,2014,1.474,1.929
Antarctica,2014,-0.843,1.801
Antarctica,2014,0.718,2.216
Antarctica,2014,2.043,2.058
Antarctica,2014,0.348,1.344
Antarctica,2014,0.82,1.124
Antarctica,2014,0.478,1.161
South Africa,2014,1.456,0.637
South Africa,2014,1.35,0.583
South Africa,2014,0.213,0.625
South Africa,2014,0.507,0.64
South Africa,2014,1.634,0.483
South Africa,2014,0.527,0.788
South Africa,2014,0.207,0.656
South Africa,2014,1.112,0.65
South Africa,2014,1.701,0.742
South Africa,2014,0.973,0.762
South Africa,2014,-0.194,0.657
South Africa,2014,0.657,0.701
Africa,2014,1.07,0.488
Africa,2014,0.72,0.483
Africa,2014,0.714,0.484
Africa,2014,1.162,0.316
Africa,2014,1.142,0.341
Africa,2014,1.242,0.292
Africa,2014,1.475,0.313
Africa,2014,1.206,0.303
Africa,2014,1.106,0.304
Africa,2014,0.96,0.304
Africa,2014,1.055,0.314
Africa,2014,0.805,0.353
Eastern Africa,2014,0.967,0.345
Eastern Africa,2014,0.699,0.338
Eastern Africa,2014,1.005,0.363
Eastern Africa,2014,0.766,0.399
Eastern Africa,2014,1.093,0.451
Eastern Africa,2014,1.368,0.369
Eastern Africa,2014,1.362,0.353
Eastern Africa,2014,1.243,0.349
Eastern Africa,2014,0.742,0.346
Eastern Africa,2014,0.671,0.371
Eastern Africa,2014,1.068,0.304
Eastern Africa,2014,1.035,0.378
Middle Africa,2014,0.788,0.418
Middle Africa,2014,0.9,0.506
Middle Africa,2014,0.919,0.355
Middle Africa,2014,0.626,0.317
Middle Africa,2014,0.703,0.291
Middle Africa,2014,1.306,0.26
Middle Africa,2014,1.363,0.327
Middle Africa,2014,0.512,0.295
Middle Africa,2014,0.289,0.33
Middle Africa,2014,0.473,0.27
Middle Africa,2014,0.913,0.301
Middle Africa,2014,1.035,0.401
Northern Africa,2014,1.427,0.767
Northern Africa,2014,1.132,0.804
Northern Africa,2014,0.684,0.79
Northern Africa,2014,2.105,0.395
Northern Africa,2014,1.895,0.506
Northern Africa,2014,0.865,0.308
Northern Africa,2014,1.853,0.419
Northern Africa,2014,2.234,0.312
Northern Africa,2014,2.501,0.368
Northern Africa,2014,1.531,0.45
Northern Africa,2014,1.694,0.624
Northern Africa,2014,0.538,0.642
Southern Africa,2014,0.873,0.706
Southern Africa,2014,0.649,0.624
Southern Africa,2014,0.001,0.753
Southern Africa,2014,-0.072,0.617
Southern Africa,2014,1.661,0.409
Southern Africa,2014,0.979,0.852
Southern Africa,2014,0.479,0.572
Southern Africa,2014,1.147,0.61
Southern Africa,2014,1.457,0.621
Southern Africa,2014,0.949,0.685
Southern Africa,2014,-0.736,0.585
Southern Africa,2014,0.303,0.58
Western Africa,2014,1.213,0.915
Western Africa,2014,0.173,0.781
Western Africa,2014,0.535,0.701
Western Africa,2014,1.759,0.498
Western Africa,2014,0.703,0.425
Western Africa,2014,1.527,0.44
Western Africa,2014,1.774,0.446
Western Africa,2014,0.932,0.51
Western Africa,2014,0.84,0.478
Western Africa,2014,1.226,0.424
Western Africa,2014,1.348,0.437
Western Africa,2014,0.808,0.57
Northern America,2014,2.418,0.948
Northern America,2014,-0.589,1.621
Northern America,2014,-0.694,1.087
Northern America,2014,0.122,0.825
Northern America,2014,1.042,0.519
Northern America,2014,0.858,0.429
Northern America,2014,0.615,0.366
Northern America,2014,0.804,0.38
Northern America,2014,0.703,0.602
Northern America,2014,1.541,0.936
Northern America,2014,-0.669,0.627
Northern America,2014,2.635,1.326
Central America,2014,0.478,0.595
Central America,2014,2.024,0.52
Central America,2014,1.212,0.643
Central America,2014,1.113,0.461
Central America,2014,0.262,0.325
Central America,2014,0.903,0.403
Central America,2014,0.711,0.488
Central America,2014,0.746,0.385
Central America,2014,0.499,0.403
Central America,2014,1.116,0.469
Central America,2014,0.092,0.566
Central America,2014,1.017,0.513
South America,2014,0.963,0.263
South America,2014,0.58,0.326
South America,2014,0.494,0.414
South America,2014,1.022,0.418
South America,2014,0.947,0.479
South America,2014,1.301,0.564
South America,2014,1.003,0.495
South America,2014,1.426,0.39
South America,2014,1.643,0.334
South America,2014,1.69,0.335
South America,2014,0.909,0.315
South America,2014,0.908,0.272
Central Asia,2014,1.166,
Central Asia,2014,-3.567,
Central Asia,2014,2.836,
Central Asia,2014,-0.185,
Central Asia,2014,2.837,
Central Asia,2014,2.113,
Central Asia,2014,-0.641,
Central Asia,2014,2.721,
Central Asia,2014,-0.007,
Central Asia,2014,-0.779,
Central Asia,2014,-1.324,
Central Asia,2014,0.855,
Eastern Asia,2014,2.539,1.045
Eastern Asia,2014,0.492,1.725
Eastern Asia,2014,2.261,1.077
Eastern Asia,2014,2.15,0.683
Eastern Asia,2014,0.663,0.467
Eastern Asia,2014,0.705,0.366
Eastern Asia,2014,0.722,0.303
Eastern Asia,2014,0.008,0.42
Eastern Asia,2014,0.601,0.482
Eastern Asia,2014,1.266,0.524
Eastern Asia,2014,1.389,1.088
Eastern Asia,2014,0.028,1.24
Southern Asia,2014,0.49,0.962
Southern Asia,2014,-0.902,1.265
Southern Asia,2014,0.064,0.867
Southern Asia,2014,0.795,0.796
Southern Asia,2014,0.554,0.556
Southern Asia,2014,1.56,0.323
Southern Asia,2014,1.005,0.247
Southern Asia,2014,1.023,0.244
Southern Asia,2014,1.081,0.243
Southern Asia,2014,0.812,0.524
Southern Asia,2014,0.386,0.642
Southern Asia,2014,0.304,0.705
South-Eastern Asia,2014,0.117,0.567
South-Eastern Asia,2014,0.585,0.456
South-Eastern Asia,2014,0.939,0.381
South-Eastern Asia,2014,0.961,0.349
South-Eastern Asia,2014,1.156,0.25
South-Eastern Asia,2014,1.027,0.22
South-Eastern Asia,2014,0.856,0.2
South-Eastern Asia,2014,0.53,0.162
South-Eastern Asia,2014,0.592,0.143
South-Eastern Asia,2014,0.797,0.178
South-Eastern Asia,2014,1.18,0.368
South-Eastern Asia,2014,0.796,0.465
Western Asia,2014,1.392,1.179
Western Asia,2014,0.929,1.261
Western Asia,2014,1.912,0.935
Western Asia,2014,2.562,0.759
Western Asia,2014,1.432,0.572
Western Asia,2014,1.063,0.539
Western Asia,2014,1.188,0.474
Western Asia,2014,2.123,0.568
Western Asia,2014,1.129,0.585
Western Asia,2014,0.999,0.653
Western Asia,2014,0.043,0.934
Western Asia,2014,2.356,0.997
Eastern Europe,2014,-0.291,1.94
Eastern Europe,2014,1.868,1.869
Eastern Europe,2014,5.181,1.375
Eastern Europe,2014,3.643,0.866
Eastern Europe,2014,1.943,0.642
Eastern Europe,2014,0.884,0.638
Eastern Europe,2014,0.272,0.539
Eastern Europe,2014,1.422,0.453
Eastern Europe,2014,0.177,0.576
Eastern Europe,2014,-0.053,0.86
Eastern Europe,2014,1.173,0.88
Eastern Europe,2014,2.498,1.055
Northern Europe,2014,0.738,2.461
Northern Europe,2014,5.965,2.643
Northern Europe,2014,4.177,1.93
Northern Europe,2014,2.625,0.923
Northern Europe,2014,1.301,0.868
Northern Europe,2014,0.121,0.979
Northern Europe,2014,3.427,0.914
Northern Europe,2014,1.181,0.731
Northern Europe,2014,1.681,0.864
Northern Europe,2014,1.224,1.259
Northern Europe,2014,2.077,1.449
Northern Europe,2014,1.748,2.186
Southern Europe,2014,2.867,0.843
Southern Europe,2014,2.112,1.294
Southern Europe,2014,1.889,1.0
Southern Europe,2014,2.266,0.861
Southern Europe,2014,0.722,0.719
Southern Europe,2014,1.335,0.695
Southern Europe,2014,0.422,0.453
Southern Europe,2014,1.009,0.729
Southern Europe,2014,1.124,0.889
Southern Europe,2014,2.404,0.94
Southern Europe,2014,2.294,0.862
Southern Europe,2014,1.066,0.883
Western Europe,2014,3.32,2.053
Western Europe,2014,3.281,2.145
Western Europe,2014,3.031,1.577
Western Europe,2014,3.117,1.194
Western Europe,2014,0.655,0.873
Western Europe,2014,1.655,1.019
Western Europe,2014,1.757,1.099
Western Europe,2014,-0.065,0.908
Western Europe,2014,1.814,1.174
Western Europe,2014,3.148,1.45
Western Europe,2014,3.17,1.098
Western Europe,2014,1.618,1.828
Australia and New Zealand,2014,1.182,0.654
Australia and New Zealand,2014,0.378,0.511
Australia and New Zealand,2014,0.875,0.514
